x0,x1,x2,x3,x4,x5,x6,x7,t0,t1,t2,t3,t4,t5,t6,t7
65,65,65,64,69,68,69,71,62,61,59,61,64,64,64,65
69,69,69,69,71,71,73,73,62,60,59,60,67,65,64,67
74,74,74,74,69,67,67,69,67,65,64,65,65,65,64,64
64,65,64,64,62,65,67,69,61,62,62,61,57,62,60,60
71,71,72,72,71,71,69,67,65,62,64,65,67,64,65,65
71,71,71,69,65,69,69,67,65,64,62,61,62,62,61,62
67,65,65,64,64,62,62,74,64,64,62,62,61,61,57,65
71,71,69,65,69,69,67,67,64,62,61,62,62,61,62,64
65,65,64,64,62,62,65,67,64,62,62,61,61,57,62,64
69,69,70,70,69,69,67,67,65,65,65,67,67,65,65,64
70,69,69,67,67,67,67,65,67,67,65,65,64,62,64,60
69,71,72,69,69,74,74,74,65,65,67,67,65,65,65,64
73,74,76,77,76,74,74,73,64,65,67,69,67,65,64,64
69,69,71,73,74,74,74,73,66,66,67,67,69,69,68,69
71,74,69,66,66,67,67,66,67,66,64,64,62,62,61,62
64,64,62,69,69,71,73,74,62,61,57,66,66,67,67,69
74,74,73,71,74,69,66,66,69,68,69,67,66,64,64,62
67,67,66,64,64,62,62,64,62,61,62,62,61,57,57,57
74,73,74,74,76,76,76,76,64,66,66,71,71,69,68,69
74,73,71,69,69,69,74,73,69,69,68,64,64,66,66,64
69,69,71,69,67,67,66,66,62,64,66,66,66,64,64,63
67,66,66,64,64,62,62,64,64,64,62,62,61,57,57,57
74,73,74,74,76,76,76,76,64,66,66,71,71,69,68,69
74,73,71,69,69,69,74,73,69,69,68,64,64,66,66,64
69,69,71,69,67,67,66,66,62,64,66,66,66,64,64,63
67,66,66,64,64,62,62,64,64,64,62,62,61,57,57,57
66,69,69,69,69,69,66,67,62,62,62,64,66,64,62,62
67,71,74,71,71,69,69,71,62,67,69,69,67,67,66,67
73,74,76,74,72,71,71,69,67,66,69,69,69,69,67,67
69,67,69,71,69,67,69,71,66,64,62,62,62,62,66,67
71,69,74,74,73,74,71,72,67,67,66,64,64,66,62,64
71,71,69,69,67,67,67,66,62,67,67,66,66,64,62,62
72,71,69,69,69,67,67,69,66,67,67,66,66,66,64,64
69,71,69,67,67,69,69,71,62,62,62,62,61,62,62,62
71,69,67,67,67,67,66,67,64,66,66,64,62,64,62,62
72,71,69,69,69,67,67,69,66,67,67,66,66,66,64,64
69,71,69,67,67,69,69,71,62,62,62,62,61,62,62,62
71,69,67,67,67,67,66,67,64,66,66,64,62,64,62,62
71,72,72,71,71,69,69,69,67,67,69,69,67,67,66,64
67,67,67,66,67,71,72,71,60,62,64,62,62,67,69,69
71,71,69,69,67,67,67,67,69,67,67,66,66,64,62,64
71,71,71,69,67,66,66,64,67,67,66,64,64,64,63,59
71,71,73,73,75,76,76,75,67,67,69,67,66,64,66,66
76,76,79,78,78,76,76,71,67,69,71,71,69,69,67,67
71,71,69,67,66,66,64,71,67,66,64,64,64,63,59,67
71,73,73,75,76,76,75,76,67,69,67,66,64,66,66,67
76,79,78,78,76,76,71,71,69,71,71,69,69,67,67,66
71,71,72,72,71,69,69,67,64,63,64,66,67,67,66,66
67,71,73,74,71,76,74,73,62,67,67,66,66,67,66,66
67,67,69,67,69,71,72,72,62,64,62,62,64,64,65,67
71,72,74,74,76,72,71,72,67,67,71,69,71,69,67,67
74,69,74,74,72,71,69,69,67,66,66,67,67,67,67,67
69,67,67,67,67,69,69,67,66,62,64,59,61,62,60,59
69,71,72,72,72,71,72,74,60,62,60,62,64,62,60,66
74,74,72,72,71,69,69,69,67,66,67,69,62,64,66,67
67,72,72,72,74,74,76,74,64,64,65,67,69,67,67,67
74,72,72,71,69,69,71,71,67,67,66,67,67,66,67,67
67,67,67,72,72,71,71,76,62,64,64,69,69,68,67,67
76,72,72,74,74,74,74,71,67,65,65,66,67,69,66,67
71,72,72,69,69,71,71,67,67,67,67,66,66,66,59,59
72,72,72,70,69,67,67,67,69,67,65,65,64,62,61,62
67,69,77,77,76,76,74,76,72,66,69,67,67,69,69,64
73,69,71,73,74,74,73,73,69,64,69,67,69,69,69,67
74,77,77,76,76,74,76,73,65,69,67,67,67,65,67,64
69,71,73,74,74,74,74,74,65,65,64,62,64,65,64,62
65,65,65,69,70,72,74,72,60,62,62,64,64,65,65,65
72,72,74,72,72,70,69,69,64,65,65,64,65,67,61,62
72,74,72,72,70,69,69,70,65,65,67,65,67,67,65,65
69,70,72,69,69,69,69,67,62,62,60,60,65,64,65,65
69,68,69,71,71,69,71,73,64,62,64,66,61,61,66,65
74,73,73,71,71,69,68,69,66,64,61,63,65,66,64,64
71,71,71,69,69,68,69,71,66,64,62,61,64,62,64,66
71,69,71,73,74,73,73,71,61,61,66,65,66,64,61,63
71,69,68,69,71,71,71,69,65,66,64,64,66,64,62,61
69,71,73,74,74,73,71,69,64,66,66,65,66,68,68,61
64,64,71,71,73,74,73,71,62,61,63,64,64,62,66,67
69,69,76,73,73,73,73,71,67,66,71,71,69,68,69,69
69,69,71,72,71,76,76,74,64,64,64,64,64,64,66,68
69,71,73,74,72,71,76,76,67,65,64,65,64,64,64,71
76,74,72,72,71,69,71,72,72,71,71,69,68,64,64,64
72,72,74,74,74,76,76,74,65,67,69,65,67,67,67,67
69,71,68,66,64,67,67,65,67,65,64,64,59,64,64,62
64,64,69,69,69,71,68,69,62,61,62,63,64,66,64,64
69,71,68,66,64,67,67,65,67,65,64,64,59,64,64,62
64,64,69,69,69,71,68,69,62,61,62,63,64,66,64,64
71,72,74,76,76,74,76,77,68,69,67,67,69,69,69,69
74,74,72,76,74,74,72,71,67,65,64,64,66,68,69,67
63,70,70,72,74,75,74,75,58,63,63,63,65,67,65,72
74,74,72,72,72,70,70,72,70,62,67,65,63,62,63,63
70,68,68,67,65,67,63,63,62,63,58,58,58,62,62,60
65,65,67,68,70,68,68,68,60,58,58,58,63,63,65,63
68,67,74,75,75,74,72,72,62,63,65,67,65,65,67,65
72,70,75,74,72,70,72,70,63,62,67,67,63,63,63,65
70,68,68,67,68,70,68,67,67,67,65,65,63,63,63,63
71,72,71,69,69,67,67,69,62,64,62,62,60,59,64,64
71,71,69,67,69,69,67,71,62,62,62,62,62,60,59,67
72,71,69,69,67,67,69,71,64,62,62,60,59,64,64,62
71,69,67,69,69,67,71,69,62,62,62,62,60,59,67,66
71,67,67,64,66,67,67,69,66,64,62,61,62,62,61,62
71,67,67,67,67,69,71,71,63,59,64,62,64,66,67,62
75,74,72,79,79,77,75,74,67,65,65,63,65,67,67,68
75,77,71,72,74,75,68,67,67,65,67,67,67,67,65,58
65,70,67,75,74,72,79,79,58,65,63,67,65,65,63,65
77,75,74,75,77,71,72,74,67,67,68,67,65,67,67,67
75,68,67,65,70,67,79,70,67,65,58,58,65,63,63,63
69,70,75,74,72,74,74,75,65,65,67,65,65,65,65,65
74,74,77,77,77,75,72,74,70,70,74,70,70,72,69,70
72,70,70,70,69,70,72,74,69,67,67,67,67,67,67,65
72,72,70,74,76,77,74,72,65,65,65,65,72,69,70,69
72,74,74,74,73,77,77,76,69,69,67,67,69,69,69,67
75,75,74,77,77,77,77,75,70,69,70,74,72,70,70,70
71,71,71,71,74,72,72,72,67,67,69,67,67,67,66,64
72,71,71,71,69,69,71,72,66,67,67,67,67,66,67,69
71,71,69,69,69,69,67,71,69,67,67,66,64,66,62,67
71,71,71,74,72,72,72,72,67,69,67,67,67,66,64,66
71,71,71,69,69,71,72,71,67,67,67,67,66,67,69,69
71,69,69,69,69,67,71,71,67,67,66,64,66,62,67,67
69,69,67,67,66,76,76,74,67,66,66,64,63,64,66,67
73,74,76,76,74,74,74,73,67,66,69,69,69,68,66,64
71,73,74,71,71,69,69,69,64,64,64,66,64,64,66,67
69,69,67,67,67,67,66,66,61,66,66,64,62,64,64,62
64,66,67,64,64,62,74,74,62,62,62,62,61,57,66,66
73,73,71,71,69,69,69,67,66,64,66,64,64,66,66,66
67,66,66,64,64,64,64,64,64,64,62,62,61,59,61,61
69,74,69,71,69,69,67,66,62,62,62,62,62,61,61,62
66,69,69,69,67,67,66,64,62,62,62,61,59,61,62,62
69,67,66,66,69,69,69,67,61,61,62,62,62,62,61,59
66,68,69,69,69,68,69,69,62,62,61,66,64,62,61,61
71,71,71,73,74,74,73,73,64,66,67,67,66,66,66,64
71,71,66,66,71,69,69,68,62,62,62,62,62,61,62,62
69,71,69,69,67,67,66,64,61,62,62,61,59,61,62,62
69,67,67,62,62,62,65,65,62,62,60,60,59,61,62,60
67,69,69,69,67,69,67,67,59,64,62,60,59,62,62,60
62,62,62,65,65,67,69,69,60,59,61,62,60,59,64,62
67,69,71,72,72,69,69,67,62,65,65,65,64,64,62,62
67,65,65,64,65,65,67,67,64,64,62,61,62,60,59,60
62,62,62,65,65,67,69,69,60,59,61,62,60,59,64,62
67,67,74,74,74,74,72,70,62,62,62,64,66,67,69,69
70,69,69,69,69,74,77,75,67,67,66,64,66,65,72,70
75,74,74,72,72,70,69,70,72,72,70,70,69,65,66,67
72,72,72,72,70,70,70,72,67,66,67,69,69,67,66,67
69,69,69,69,74,74,74,74,67,66,64,66,66,67,69,67
72,72,70,69,69,67,70,70,67,66,67,67,66,62,67,67
72,72,74,70,72,69,69,67,69,69,69,67,67,67,66,62
69,69,69,69,66,68,69,71,61,62,64,57,62,62,61,59
69,68,66,66,68,69,71,71,59,64,63,63,64,66,66,63
73,69,71,73,74,73,73,71,61,66,68,70,71,64,66,68
69,71,71,73,73,71,71,69,66,64,62,61,63,64,62,61
65,72,72,72,70,69,69,67,60,65,67,69,67,67,65,65
67,69,69,71,72,72,69,69,64,65,64,62,64,67,67,65
72,72,70,70,70,72,69,69,67,69,69,67,65,67,67,65
67,67,65,72,74,74,69,72,65,64,60,65,65,65,60,60
72,70,70,70,70,69,69,77,69,69,67,66,67,67,66,69
76,76,74,74,72,72,72,74,69,67,65,67,69,67,65,65
67,67,67,69,69,71,72,71,62,64,64,64,66,67,67,67
66,66,67,67,69,67,67,67,62,60,59,55,62,62,62,64
67,69,69,71,72,71,69,69,64,64,66,67,67,67,67,66
67,67,69,67,67,74,74,74,59,55,62,62,62,62,67,69
76,76,74,72,71,73,74,74,71,72,71,69,67,67,69,69
74,74,76,74,72,71,71,69,67,67,67,69,69,69,67,67
69,67,64,66,67,67,64,64,66,62,60,60,62,59,59,57
62,62,61,62,67,67,69,69,57,59,57,57,64,64,64,66
71,72,71,69,69,67,69,69,67,67,67,67,66,62,62,62
64,66,67,66,64,62,65,64,61,62,62,62,61,57,62,60
69,67,69,71,72,72,71,71,66,62,66,67,67,69,69,67
69,69,67,71,74,74,72,72,67,66,62,67,67,67,67,66
71,69,69,71,67,67,72,72,67,67,66,66,66,64,67,69
71,74,76,74,71,69,67,67,67,67,67,66,67,66,62,64
72,72,71,74,69,67,67,64,64,66,67,67,66,64,62,61
69,67,69,71,69,69,67,67,65,64,66,67,67,65,65,62
62,64,65,67,69,69,74,73,57,61,62,64,65,67,69,69
69,69,72,70,70,70,67,69,65,64,65,65,64,62,64,65
69,72,72,72,74,74,74,74,65,69,69,67,65,64,65,67
77,76,76,74,74,73,73,74,69,70,67,65,64,64,67,66
69,69,67,65,64,69,67,67,64,65,64,62,61,62,62,64
64,64,65,69,69,67,65,64,62,61,62,62,62,62,62,62
65,69,71,71,73,73,74,69,62,65,65,64,64,62,62,60
71,72,71,71,69,71,72,71,62,64,64,62,61,62,64,62
65,65,65,64,71,72,72,71,64,61,62,61,66,64,66,68
74,74,74,74,74,74,74,72,67,66,67,66,67,69,67,67
72,70,70,70,69,74,74,75,66,67,66,67,66,65,67,67
77,75,74,74,72,72,74,74,65,72,72,70,70,69,70,67
74,74,74,74,74,74,72,72,66,67,66,67,69,67,67,66
70,70,70,69,74,74,75,77,67,66,67,66,65,67,67,65
75,74,74,72,72,74,74,74,72,72,70,70,69,70,70,69
70,69,74,70,70,70,72,72,64,66,69,69,67,65,65,63
74,74,75,74,72,72,72,74,68,67,67,67,69,69,67,66
70,70,69,67,65,70,72,72,65,67,65,63,62,62,67,65
74,74,74,74,72,72,74,75,65,69,67,67,67,65,65,65
74,72,70,72,74,74,72,72,65,65,67,65,65,70,67,65
65,65,65,65,65,65,72,72,60,60,62,63,63,62,64,60
72,72,74,74,74,72,72,65,65,64,69,67,65,64,64,64
65,67,67,69,69,69,70,69,62,62,60,60,62,64,65,65
69,69,67,65,65,65,65,65,64,62,64,64,60,60,60,62
65,65,65,72,72,72,72,74,63,63,62,64,60,65,64,69
74,74,72,72,65,65,67,67,67,65,64,64,64,62,62,60
69,69,69,70,69,69,69,67,60,62,64,65,65,64,62,64
65,65,69,69,69,67,69,65,64,60,65,65,65,65,64,62
64,62,62,60,72,74,74,72,60,60,59,55,63,62,64,65
72,72,72,69,70,72,70,70,67,69,67,65,65,69,69,67
67,70,67,66,66,67,69,69,62,67,62,62,60,58,63,62
70,70,69,69,70,72,72,69,62,67,67,66,67,67,64,62
69,70,70,69,70,69,69,67,66,62,64,66,67,67,66,64
67,66,67,67,70,67,66,66,62,62,62,62,67,62,62,60
67,69,69,70,70,69,69,70,58,63,62,62,67,67,66,67
72,72,69,69,70,70,69,70,67,64,62,66,62,64,66,67
69,69,67,67,66,67,70,70,67,66,64,62,62,62,67,67
70,69,69,70,67,67,67,67,67,67,65,65,65,63,62,60
66,70,70,70,70,69,70,67,62,62,64,65,67,67,65,65
67,67,67,67,69,69,71,71,64,62,64,62,64,66,67,67
71,74,74,67,69,71,69,69,67,67,66,64,66,67,67,66
67,71,69,71,67,67,69,69,62,67,66,66,66,64,64,66
66,67,67,67,69,69,67,66,63,64,64,62,64,63,64,64
66,64,66,66,66,66,67,69,63,59,62,62,64,62,61,62
69,69,71,72,72,71,71,71,66,66,67,67,66,67,67,67
74,72,72,71,69,69,71,71,67,67,66,67,66,66,66,64
72,72,70,70,69,69,67,67,70,69,69,67,67,65,65,63
65,65,67,67,65,65,63,63,63,62,63,62,60,58,60,57
62,69,70,70,72,72,74,74,58,60,62,65,67,69,70,67
73,69,71,71,73,75,76,71,64,64,66,64,64,66,68,68
73,74,74,73,71,71,69,71,69,69,68,69,69,68,64,68
71,76,76,74,74,73,71,71,68,68,70,66,66,66,66,66
71,69,69,68,66,66,64,69,64,64,63,64,64,63,59,64
69,74,74,74,74,73,73,73,64,66,68,69,71,71,69,68
73,71,71,69,69,69,69,71,69,69,68,66,67,66,66,66
71,71,64,76,76,74,74,73,64,66,59,61,69,69,68,69
67,69,70,67,74,72,72,70,62,62,62,62,67,67,66,67
70,74,75,75,74,72,72,70,65,70,70,69,70,70,69,65
74,72,72,70,67,72,72,72,65,65,66,67,62,67,67,65
72,70,69,67,65,70,72,74,64,65,65,64,60,67,69,70
67,69,70,70,72,72,70,69,62,62,62,62,67,66,67,67
69,70,72,74,74,75,75,74,66,67,65,65,65,63,65,67
72,72,70,74,72,74,74,72,67,65,65,65,65,65,70,70
74,74,72,74,74,74,74,72,67,65,63,63,68,67,65,63
67,69,70,70,70,72,72,74,63,62,62,63,65,67,65,65
67,68,70,67,63,65,67,69,58,65,65,63,58,62,63,63
70,74,72,74,75,74,72,72,62,65,65,65,63,65,67,65
72,70,70,71,71,71,72,74,63,62,65,67,67,65,63,67
75,75,75,77,75,74,74,74,67,67,67,65,67,68,67,65
72,70,72,72,74,75,75,75,63,63,63,65,65,67,67,65
67,65,65,67,67,69,69,67,62,62,62,62,60,60,65,65
67,65,64,64,62,65,67,69,64,62,62,61,57,62,62,63
69,67,66,67,72,72,67,69,62,62,62,62,67,65,63,63
65,64,64,62,65,67,69,67,62,62,61,57,62,62,63,62
67,64,64,69,71,72,72,71,64,60,62,64,64,64,69,69
65,65,64,64,62,62,60,67,60,62,62,60,60,59,55,64
64,64,69,71,72,72,71,71,60,62,64,64,64,69,69,68
65,64,64,62,62,60,64,66,62,62,60,60,59,55,60,62
68,68,69,69,71,71,71,71,62,65,64,60,65,62,59,64
71,69,71,72,74,76,74,74,62,60,67,67,67,67,69,65
65,65,65,67,69,70,72,72,60,60,62,64,65,65,65,64
70,69,69,67,69,70,72,72,67,67,65,65,65,65,67,65
72,72,70,70,69,69,69,69,67,69,69,67,67,65,64,65
67,67,67,69,69,72,72,70,65,64,62,61,62,64,65,67
69,69,67,65,65,64,64,65,67,65,64,64,62,60,58,57
65,67,65,67,69,70,70,69,62,62,62,64,65,62,64,65
73,74,73,71,71,69,69,71,64,66,64,64,62,61,66,66
73,73,71,69,71,71,69,73,64,64,64,64,64,62,61,69
71,73,69,69,66,68,69,69,68,68,66,64,63,64,64,63
71,73,69,69,69,69,71,73,64,65,61,66,64,66,68,69
72,70,69,74,74,74,76,77,66,67,66,67,69,70,70,69
76,74,73,74,74,72,69,70,67,65,64,66,67,63,62,62
70,72,74,72,70,69,70,77,67,67,65,67,65,65,65,70
79,77,74,72,70,69,67,66,70,69,69,69,67,63,62,62
63,67,70,70,70,70,70,72,58,63,67,65,65,67,65,67
79,77,75,74,74,72,72,70,70,70,72,72,70,70,69,65
70,75,70,72,67,68,67,65,67,68,67,63,63,63,63,62
63,63,67,70,70,70,70,70,58,58,63,67,65,65,67,65
77,79,77,75,74,74,72,72,68,70,70,72,72,70,70,69
70,70,75,70,72,67,68,67,65,67,68,67,63,63,63,63
65,63,70,70,68,67,67,65,62,58,65,67,65,58,60,62
63,70,70,70,70,68,67,67,60,62,63,65,65,65,65,63
65,65,63,65,67,68,68,67,63,62,58,62,63,63,62,63
70,72,72,74,74,75,75,77,67,67,65,65,67,67,67,68
79,77,77,75,70,70,75,75,70,70,68,67,67,68,70,68
69,72,69,69,70,70,69,67,65,67,67,65,65,64,65,65
74,72,71,71,69,64,65,65,68,69,69,68,64,61,62,62
67,67,67,67,69,69,69,69,62,59,61,62,64,62,64,61
65,62,62,64,65,67,65,64,62,57,59,60,60,61,62,62
71,71,71,72,74,72,71,71,67,66,67,67,69,69,69,67
69,69,69,71,69,67,71,71,67,66,64,66,66,62,67,69
71,72,74,72,71,69,71,67,67,67,66,66,67,67,66,64
71,72,72,71,71,69,69,67,67,67,69,69,67,67,66,64
71,71,71,69,69,67,66,64,67,66,64,66,63,59,59,59
67,67,62,67,72,71,69,69,62,62,57,62,69,62,62,60
67,67,67,69,71,72,72,71,59,59,61,62,65,64,66,67
69,69,69,64,66,67,67,67,62,57,59,60,60,59,62,62
62,67,72,71,69,69,67,67,57,62,69,62,62,60,59,59
67,69,71,72,72,71,69,69,61,62,65,64,66,67,62,57
69,64,66,67,67,72,72,71,59,60,60,59,62,67,69,69
71,71,69,74,74,74,74,73,67,66,64,69,66,64,67,67
73,73,74,74,76,72,74,74,66,64,66,67,67,67,69,66
74,72,71,71,69,69,67,71,67,69,69,67,67,66,64,64
69,69,69,62,67,67,72,72,64,62,60,59,64,62,64,66
71,70,71,73,74,76,74,73,67,66,66,66,66,66,66,66
73,71,71,67,69,71,71,69,64,63,66,64,62,62,63,64
73,74,76,74,73,73,71,71,66,66,66,66,66,64,63,66
67,69,71,71,71,76,75,76,64,62,62,67,69,71,69,71
78,76,74,73,73,71,73,74,66,66,66,66,64,62,64,66
71,73,74,69,67,67,66,66,62,62,67,66,66,64,64,63
68,69,71,72,71,72,69,69,64,64,67,67,67,67,67,65
69,71,74,74,73,74,74,74,64,62,62,64,64,66,67,65
72,69,65,62,64,64,62,61,64,60,60,58,59,57,59,57
64,67,65,64,65,62,64,64,61,62,62,57,57,58,59,62
69,70,70,69,69,67,67,67,62,62,67,67,65,65,64,62
67,65,60,60,65,65,67,67,64,60,57,55,53,62,62,60
69,69,67,67,65,65,64,64,60,65,65,64,64,62,62,61
62,69,65,65,67,67,64,69,57,64,64,62,62,64,61,64
65,65,67,64,64,65,65,67,62,60,62,60,60,60,62,62
67,69,69,69,69,67,65,65,64,64,62,64,65,64,64,62
67,67,69,67,67,65,65,65,62,64,65,65,64,64,62,60
67,67,72,72,74,74,72,72,59,64,64,60,67,65,64,60
72,67,71,72,74,76,76,76,62,64,65,67,67,67,67,66
74,74,76,74,72,69,69,67,67,67,67,67,67,67,65,65
67,71,73,74,67,72,72,69,64,67,67,69,64,64,62,64
72,72,70,72,69,70,72,74,70,69,65,67,65,65,65,65
72,72,72,72,70,69,67,67,65,67,65,64,64,65,65,64
72,72,72,72,70,70,70,69,65,67,70,69,67,65,64,65
69,69,69,69,69,66,71,71,64,64,62,61,59,57,66,68
69,69,69,69,68,73,73,73,68,66,64,66,64,64,69,69
78,76,76,75,75,76,76,73,69,68,68,66,69,69,68,68
73,73,74,73,71,71,70,70,66,64,66,67,66,67,66,64
71,71,73,73,73,71,71,69,64,62,69,69,69,69,68,68
64,64,66,68,69,69,68,68,59,60,62,62,64,62,64,64
68,69,69,71,72,71,71,72,64,64,66,68,69,69,68,67
72,72,72,71,71,69,69,68,66,67,69,67,65,64,66,64
69,69,69,67,67,67,67,65,60,65,64,62,60,62,64,62
64,76,76,74,74,74,72,71,60,67,67,67,67,65,64,64
74,70,74,75,75,74,72,72,65,65,70,70,69,65,67,65
70,70,72,72,74,74,74,74,65,64,69,69,70,65,69,67
74,67,69,70,70,70,70,69,65,64,65,65,64,62,64,65
74,70,74,75,75,74,72,72,65,65,70,70,69,65,67,65
70,70,72,72,74,74,74,74,65,64,69,69,70,65,69,67
74,67,69,70,70,70,70,69,65,64,65,65,64,62,64,65
65,72,72,72,74,75,75,75,60,60,64,65,70,70,69,67
75,74,77,77,77,77,75,75,69,70,65,70,69,70,67,72
76,72,72,71,69,76,77,76,69,69,68,68,64,69,69,68
74,72,74,76,76,76,72,72,68,64,69,68,68,69,69,68
71,69,76,77,76,74,72,74,68,64,69,69,68,68,64,69
76,76,72,74,74,67,67,67,68,68,69,67,65,65,65,64
74,76,76,72,72,76,77,77,67,67,67,67,65,67,65,69
76,74,74,72,71,71,69,68,68,69,62,64,65,64,64,62
74,74,74,74,73,73,71,69,66,66,65,66,68,65,65,66
71,67,66,64,64,64,62,69,67,64,62,62,62,61,57,62
69,66,71,71,73,74,62,64,64,62,62,67,67,66,66,66
74,73,73,71,69,71,67,66,66,68,65,65,66,67,64,62
64,64,64,62,69,69,66,71,62,62,61,57,62,64,62,62
66,66,66,66,67,69,66,71,59,61,62,62,62,64,62,66
70,71,73,70,74,73,71,70,64,66,66,66,66,67,64,66
62,69,66,64,62,69,71,73,57,57,57,57,59,61,66,66
74,71,69,69,71,73,74,73,66,64,64,66,67,67,66,64
73,71,74,73,71,69,66,71,69,69,69,68,68,64,62,62
69,67,67,66,64,64,62,62,62,62,61,62,62,61,57,57
69,66,64,62,69,71,73,74,57,57,57,59,61,66,66,66
71,69,69,71,73,74,73,73,64,64,66,67,67,66,64,69
71,74,73,71,69,66,71,69,69,69,68,68,64,62,62,62
67,67,66,64,64,62,69,66,62,61,62,62,61,57,64,62
69,66,66,66,64,64,66,66,64,62,62,62,61,61,62,62
64,66,67,66,66,64,64,62,61,63,64,62,61,59,61,57
74,73,73,71,71,69,67,67,66,66,64,62,64,66,66,64
70,71,72,74,75,74,72,74,67,65,63,67,67,67,67,67
75,74,72,72,72,71,67,72,67,67,67,67,65,67,62,67
74,75,74,74,72,72,71,71,67,67,68,67,67,65,67,68
63,70,70,70,72,74,75,74,60,63,65,67,63,65,67,65
75,75,75,77,77,75,74,74,67,67,68,68,67,67,65,68
72,72,72,72,72,71,71,72,67,65,63,62,60,62,65,65
69,67,67,69,71,72,74,74,65,65,64,64,68,69,69,67
69,69,69,69,69,65,67,69,67,65,64,65,64,62,62,60
67,67,67,67,62,62,60,60,62,60,59,60,60,59,59,57
60,65,65,67,69,69,67,65,58,60,62,64,65,64,64,64
65,67,67,69,67,65,65,64,62,62,61,62,62,62,60,58
60,60,60,65,67,69,69,69,58,57,55,60,60,60,60,61
69,67,65,67,69,65,64,64,62,62,57,57,62,62,62,60
62,62,64,62,62,62,62,62,60,59,60,60,58,57,55,58
62,69,65,72,69,72,70,69,57,64,62,60,60,60,62,64
69,67,67,65,69,67,65,65,65,65,64,60,64,64,64,62
64,64,62,62,65,67,67,67,62,60,60,58,60,62,60,55
67,69,69,67,65,67,67,67,60,60,65,64,62,62,60,58
69,65,65,65,64,64,62,62,57,57,62,60,59,57,57,56
76,76,76,76,76,76,74,74,68,69,71,68,69,69,69,64
72,71,69,69,68,69,69,71,64,64,60,62,64,64,66,68
71,72,71,69,69,69,67,65,65,67,67,67,65,64,64,64
65,67,65,65,64,69,69,69,62,64,64,62,61,60,65,65
67,67,69,69,71,72,74,74,59,64,64,62,62,64,65,67
76,76,74,74,72,71,69,69,67,69,69,67,67,67,64,66
64,65,67,69,67,67,65,65,60,62,64,65,65,64,64,62
67,67,69,67,67,65,65,62,62,64,65,65,64,62,57,58
65,65,65,65,65,67,69,69,60,63,62,60,59,64,64,66
70,70,70,74,72,72,70,69,67,66,67,67,67,66,67,67
69,67,67,67,69,67,67,65,66,62,62,64,65,65,64,62
65,62,65,65,65,65,65,67,57,58,60,63,62,60,59,64
69,69,70,70,70,74,72,72,64,66,67,66,67,67,67,66
70,69,69,67,72,72,72,72,67,67,66,62,67,67,65,65
72,72,74,74,74,74,72,72,64,65,65,64,65,67,69,67
70,70,70,72,74,74,74,72,69,62,67,69,70,69,67,67
72,70,70,69,67,67,66,69,66,67,62,62,62,60,62,66
70,74,72,72,72,72,70,69,67,65,64,62,64,66,67,67
72,67,72,72,70,69,69,67,64,64,64,66,67,67,66,62
70,70,69,69,67,67,67,72,66,67,67,66,62,64,65,67
72,71,72,72,72,72,74,74,67,67,67,69,69,67,65,67
74,75,74,72,72,74,74,72,70,70,70,70,69,70,70,70
72,74,72,70,67,69,69,71,69,70,69,67,64,65,64,62
63,63,65,65,65,67,65,63,58,60,60,59,60,62,62,62
63,63,67,69,69,70,70,68,60,62,63,63,62,62,67,67
68,67,67,65,65,63,65,67,65,65,63,63,62,60,62,63
69,70,72,70,68,68,68,67,63,62,65,65,63,62,63,58
67,67,68,65,65,65,65,63,63,62,63,63,62,60,62,58
63,63,65,65,65,67,65,63,58,60,60,59,60,62,62,62
63,63,67,69,69,70,70,68,60,62,63,63,62,62,67,67
68,67,67,65,65,63,65,67,65,65,63,63,62,60,62,63
69,70,72,70,68,68,68,67,63,62,65,65,63,62,63,58
67,67,68,65,65,65,65,63,63,62,63,63,62,60,62,58
75,75,75,75,74,70,72,72,70,68,67,65,65,63,63,61
72,67,75,75,75,74,70,72,63,63,67,65,65,65,65,67
72,72,70,67,68,70,72,70,65,63,62,63,65,67,68,67
67,68,70,70,68,68,67,65,63,63,65,67,60,62,63,63
65,70,72,74,75,75,74,72,62,65,65,65,67,69,70,70
71,69,69,67,66,66,64,64,67,67,66,64,64,62,62,61
64,64,62,69,69,69,69,69,59,61,57,62,61,62,64,61
69,69,71,71,71,67,71,71,62,64,66,67,66,64,67,68
72,71,71,69,69,69,69,69,69,69,68,64,66,66,64,66
71,69,69,69,67,69,69,69,64,64,62,60,59,64,61,62
69,69,69,69,69,69,69,66,64,66,66,64,67,66,64,64
66,66,66,67,66,66,64,64,63,61,63,64,64,62,62,61
64,64,62,62,69,71,71,72,59,61,61,57,66,65,64,64
72,72,72,72,69,69,68,69,65,67,69,67,67,65,64,64
74,76,76,69,71,71,71,73,71,69,67,66,66,68,69,68
73,69,69,69,69,68,68,69,61,61,62,64,66,64,62,64
69,69,69,67,66,66,67,64,61,62,64,64,64,62,62,62
67,67,67,67,67,67,63,63,62,60,62,59,60,59,60,57
67,65,65,65,64,64,62,62,64,64,61,62,62,61,57,57
67,67,66,66,66,67,67,67,62,62,62,63,62,62,60,58
67,69,69,69,69,70,70,69,60,54,66,66,66,67,67,67
69,69,69,74,74,74,72,70,66,64,66,66,67,69,69,69
62,67,69,70,69,67,69,66,58,62,62,62,62,58,63,62
62,65,65,63,62,67,67,67,57,62,62,60,58,58,60,62
